Age,Height_cm,Weight_kg,Income
55,173.9,76.2,38072.42
68,176.2,80.7,36242.27
49,179.2,78.5,38303.08
21,177.8,74.9,22435.37
49,180.5,81.9,110932.71
56,168.6,64.5,39292.87
81,161.9,66.4,13623.57
37,169.2,73.0,65244.18
22,190.5,90.4,22972.65
57,169.7,66.5,19718.36
71,157.3,60.3,42799.55
53,189.0,89.2,196524.23
77,171.8,72.7,10000.00
38,164.6,65.4,10462.88
46,162.2,64.0,20133.67
88,171.5,80.1,200000.00
68,175.7,71.4,16597.41
80,175.2,70.1,114566.93
60,176.8,72.4,98053.89
36,160.0,68.1,122919.90
37,162.2,65.5,19735.83
34,170.4,68.2,48731.53
55,178.4,83.3,84298.23
44,167.5,64.2,63918.42
22,154.4,55.7,200000.00
43,176.4,71.4,200000.00
77,151.1,55.2,129946.63
59,167.0,68.6,86709.19
22,176.0,75.0,92975.39
46,175.7,77.9,123629.64
39,158.8,59.5,200000.00
21,176.8,74.4,23028.58
47,180.1,79.0,137143.25
46,175.1,79.3,60316.11
54,168.8,70.0,122622.74
71,173.7,71.8,51666.36
56,165.3,68.2,32053.95
36,178.0,75.6,32550.83
62,181.1,79.7,53635.88
32,167.5,67.0,77730.00
84,175.9,70.8,33303.72
62,177.6,74.0,13027.95
52,168.9,73.3,88636.85
37,154.4,58.3,43905.27
65,171.5,71.2,10000.00
26,150.0,54.3,11517.05
24,181.8,78.6,63017.45
62,174.7,73.6,88015.80
79,168.7,67.4,133208.82
81,177.1,76.2,30701.69
42,162.2,60.2,27478.22
62,178.4,78.6,80384.44
61,172.0,70.9,22643.46
41,172.1,67.4,23321.94
89,167.4,66.5,58151.94
29,168.2,66.9,62493.29
73,174.2,76.0,80031.34
82,163.8,64.0,54103.04
47,161.4,60.3,19855.56
59,177.7,70.0,35425.03
50,173.8,70.9,52510.11
22,163.3,67.7,152859.37
28,170.8,71.5,90862.10
39,170.4,67.2,56896.24
64,165.0,65.0,87690.98
75,171.5,71.0,156412.38
58,169.8,74.1,15311.97
67,176.3,74.8,50551.07
61,172.9,70.3,11375.97
67,166.2,67.5,49789.45
37,166.1,68.3,31941.19
30,173.1,74.3,166333.44
69,157.4,61.8,139724.71
60,162.1,69.6,200000.00
39,168.7,64.8,38685.74
28,169.1,68.4,62404.97
50,176.9,75.2,47547.38
57,160.1,57.8,163425.41
28,166.9,63.6,48752.71
87,169.9,68.6,21146.62
70,167.7,66.5,10826.24
69,164.8,63.8,155467.72
30,165.5,60.5,67286.13
73,171.8,67.6,59560.16
60,168.1,66.2,200000.00
67,167.4,66.6,57210.60
78,161.8,63.8,13184.12
55,186.0,82.3,16228.15
61,171.0,68.3,86313.29
26,181.0,79.8,95273.51
62,168.0,68.6,200000.00
83,170.9,67.4,53895.84
82,173.6,78.3,200000.00
30,169.2,62.0,18854.55
90,170.8,72.1,26816.99
48,171.7,73.6,19524.10
32,168.5,71.3,63903.00
58,169.3,69.9,155860.22
52,177.2,71.3,45146.19
49,163.2,69.9,22600.05
44,182.2,75.7,93378.19
73,174.1,69.6,47243.95
23,168.0,66.2,94905.22
51,176.4,71.0,48949.57
44,175.9,70.6,48747.47
67,172.3,68.7,200000.00
69,169.3,63.0,20591.44
86,158.7,60.8,77164.03
80,165.2,64.2,101319.90
84,170.6,69.2,137048.13
78,173.5,73.1,19769.79
65,170.6,69.5,75434.15
19,173.0,69.9,34436.97
80,168.4,69.5,49374.43
46,174.6,72.4,35554.31
44,185.3,80.0,32811.04
87,171.3,70.0,200000.00
55,169.3,72.6,130894.71
58,170.1,67.8,14976.46
41,175.8,76.2,40754.28
89,169.9,66.3,46474.49
45,175.7,74.2,177235.26
43,176.6,75.7,18331.45
73,182.7,77.5,27802.80
47,173.4,71.1,26344.06
86,170.9,67.3,10000.00
51,172.6,69.0,10000.00
67,170.2,69.5,64064.10
80,171.5,75.4,25851.44
88,179.8,78.9,62129.05
39,166.9,67.0,11853.65
44,161.1,66.6,18028.79
49,171.2,66.4,34155.07
53,171.5,74.7,13140.12
75,177.1,74.2,38141.26
89,169.1,69.5,37647.39
42,167.0,69.0,34803.22
18,165.9,67.6,14525.10
47,165.8,65.0,143598.32
25,164.3,67.4,16776.88
82,161.8,61.7,42462.98
74,154.8,56.3,42687.07
43,175.9,74.2,51215.52
49,171.5,72.2,14315.26
57,184.8,79.0,63568.92
71,159.8,58.7,26486.59
22,183.8,76.0,80168.00
45,169.0,67.8,112190.58
87,159.0,63.9,51935.83
47,156.0,68.1,29736.60
66,166.3,67.2,200000.00
36,176.4,79.7,72153.98
88,171.9,71.1,24637.16
64,167.5,67.7,17820.52
77,178.0,75.8,69919.32
90,170.9,70.1,36880.09
73,159.0,60.6,18435.98
32,179.1,76.1,53616.00
27,162.7,68.9,16103.22
39,162.6,65.2,53616.54
53,168.5,66.1,63344.29
41,172.4,73.3,23132.61
19,165.5,68.8,67321.53
26,157.7,56.1,25020.82
58,165.8,69.2,48041.06
19,176.9,77.9,12183.03
87,170.0,70.6,53422.79
37,177.8,80.7,128728.73
46,173.6,75.4,12790.81
39,166.2,65.2,95353.95
43,165.0,65.9,29679.96
65,171.3,74.8,110406.08
38,171.4,69.2,200000.00
54,170.8,69.0,53608.57
60,171.4,71.5,80796.02
78,169.0,68.0,69127.21
84,169.2,76.3,117957.28
34,164.3,69.1,40562.03
60,162.6,70.2,90504.37
24,175.2,77.5,26368.55
73,163.1,64.7,136382.42
48,156.9,53.3,19138.42
44,167.6,68.6,32679.06
79,171.9,67.7,28016.65
45,168.8,63.8,70188.20
38,161.6,66.4,99196.39
35,177.7,72.6,80474.51
67,171.6,68.6,30896.14
25,178.1,74.8,185681.18
84,169.7,69.7,142517.73
78,173.4,72.1,63400.04
25,162.0,65.3,28804.85
71,150.0,55.8,14771.31
18,170.2,64.9,93604.08
27,160.6,66.6,37685.42
63,176.1,71.1,117937.56
57,176.5,71.8,125989.99
78,172.2,76.5,33516.85
63,164.1,64.5,50468.80
22,169.9,72.7,48636.35
81,173.9,74.8,183553.06
41,172.8,73.1,35849.01
28,163.6,62.2,89639.09
47,156.8,58.4,53195.45
26,172.6,76.6,200000.00
36,169.9,67.2,27482.49
36,174.0,72.9,19554.16
84,169.9,70.8,10000.00
35,168.9,67.3,57935.09
59,168.7,66.2,61872.15
28,167.8,67.0,41082.70
27,186.8,83.2,113042.35
82,168.4,63.6,196213.06
46,167.7,68.3,24841.06
90,175.1,77.6,40670.31
34,173.2,62.0,10893.83
65,170.6,70.4,52690.72
19,164.0,55.5,28139.95
73,160.8,66.5,33908.28
80,169.6,67.3,43487.95
56,168.6,68.3,76966.22
69,166.5,63.5,39021.44
63,175.6,79.9,200000.00
54,176.5,81.0,44933.12
80,178.1,72.8,13656.33
74,162.8,59.9,24959.71
82,177.3,78.0,84238.51
35,156.7,61.5,87649.62
41,169.6,67.9,47604.59
25,176.0,71.2,47766.69
76,162.8,68.1,56663.88
46,160.6,61.1,87003.64
19,169.6,68.0,46281.63
89,181.6,79.5,15433.14
26,181.9,75.0,25153.67
86,178.2,74.3,28007.80
39,163.0,60.7,16485.64
63,170.0,63.4,15801.53
54,185.7,80.2,63508.89
53,176.3,74.4,45048.62
34,159.2,58.4,86903.58
50,175.6,73.5,200000.00
81,164.9,62.0,93124.23
41,168.0,69.5,85708.56
57,175.2,76.6,12377.22
83,167.5,69.3,78656.11
48,166.4,66.9,45303.15
90,177.6,78.1,134433.74
75,175.3,71.9,15208.03
62,172.3,68.8,102910.38
69,184.8,81.7,27782.38
73,171.5,68.9,19041.31
73,172.3,75.3,200000.00
37,167.8,73.6,50363.37
41,163.3,71.9,42618.57
86,160.1,64.3,29097.12
40,176.1,75.5,35461.68
70,166.9,61.0,32859.17
39,188.1,83.7,37806.68
43,163.8,62.2,41313.92
75,164.7,63.1,37420.77
64,172.4,75.4,17931.32
45,162.8,68.0,47675.22
63,159.6,59.9,59805.23
26,174.8,71.5,94420.01
39,154.7,56.8,124891.55
54,171.4,65.0,35119.06
79,171.6,74.5,63853.76
33,176.5,77.2,91709.18
48,173.4,68.5,28477.34
60,189.5,82.5,57007.84
36,167.4,72.2,63388.75
56,160.7,64.5,10000.00
69,189.3,91.6,46776.79
37,170.7,67.7,53271.30
34,163.9,70.0,25351.48
85,158.9,57.9,109120.96
69,167.8,68.2,200000.00
50,164.5,59.9,65039.64
41,164.6,63.6,16663.90
56,155.5,58.7,39437.18
79,167.4,66.2,21213.65
70,173.0,73.9,200000.00
55,163.0,61.5,29627.65
64,167.0,67.1,56131.27
28,166.6,65.8,128742.67
20,170.6,69.0,22613.71
70,181.7,81.8,25103.60
53,171.5,68.6,144802.72
83,161.9,62.5,140754.15
83,169.1,67.3,20303.30
89,172.5,76.3,19490.36
82,161.4,62.5,81042.61
61,163.6,64.3,80440.44
27,163.5,63.4,29065.91
65,168.7,69.7,62206.30
39,167.4,66.1,17913.32
80,158.2,58.7,76940.63
38,165.9,64.7,60520.44
82,169.8,69.4,10995.86
84,177.5,78.9,34926.99
52,160.7,61.0,36468.88
88,163.6,60.3,85440.16
46,162.0,58.5,19219.77
50,158.5,69.0,131608.96
84,151.5,52.6,50960.45
68,173.1,77.6,124687.15
31,170.8,69.3,14158.69
30,172.9,68.9,62276.24
55,171.8,70.6,56741.32
66,166.9,68.7,58484.38
59,165.5,65.1,66564.34
21,177.4,73.7,62353.53
29,174.5,68.4,10000.00
23,169.1,66.7,200000.00
75,163.0,65.0,27658.10
46,170.6,65.2,29214.77
45,171.3,69.1,52608.36
80,165.6,66.6,76540.42
88,171.7,74.3,15199.92
18,174.0,69.3,12986.74
82,173.0,77.9,188192.83
42,176.7,76.3,36526.06
73,176.0,70.8,65269.63
64,177.2,75.8,19984.28
28,166.2,64.1,200000.00
40,175.5,69.2,105710.90
46,173.4,71.7,30185.57
18,175.7,73.7,198585.84
45,170.8,70.9,91024.72
56,173.4,69.3,103774.16
62,162.9,61.1,110869.41
26,173.3,74.9,35758.30
70,178.5,78.8,200000.00
41,181.6,75.4,200000.00
55,169.1,63.6,200000.00
83,182.5,76.6,10000.00
54,168.9,71.8,51745.85
61,174.9,64.7,69362.13
83,170.4,67.9,37646.70
71,178.9,79.6,50552.75
45,171.4,71.1,48739.13
29,165.8,65.5,168203.77
49,177.3,78.2,148650.94
72,166.5,65.9,68586.10
48,172.2,69.5,74655.30
30,158.2,62.3,51498.97
21,175.8,79.9,200000.00
81,156.9,52.2,70612.49
34,166.5,64.2,200000.00
68,160.4,60.8,120625.83
79,162.2,61.4,85592.38
66,169.8,69.4,12823.05
21,165.3,65.5,152502.20
34,175.2,70.0,10643.55
25,168.3,69.7,42381.67
49,171.2,70.0,14713.48
80,164.3,68.5,121376.67
20,175.2,76.9,34843.77
49,171.3,69.8,90792.76
43,173.7,74.0,10000.00
60,175.3,66.9,112833.13
19,176.1,68.0,106896.09
63,172.9,75.0,20002.88
18,171.2,69.9,30817.21
48,177.7,79.6,168139.38
31,171.1,73.6,64610.17
43,167.1,62.4,108390.60
67,176.4,76.6,10261.85
80,177.3,73.1,43440.62
35,169.6,68.1,127224.40
45,174.3,69.1,26154.61
83,173.2,75.0,28121.97
89,170.6,71.3,49989.11
58,159.7,59.4,25295.79
55,162.3,60.9,181924.31
50,167.4,69.6,96791.26
86,170.3,67.2,50341.96
48,161.8,61.0,200000.00
46,155.3,55.7,45564.29
50,169.3,66.6,79672.37
80,170.1,71.5,22271.03
33,176.1,75.1,49086.13
18,183.5,79.1,95071.10
48,160.5,58.7,92237.31
54,172.4,71.3,22532.53
19,186.6,82.8,15767.65
58,160.8,64.4,54590.80
48,163.2,61.7,72467.82
64,176.8,76.3,10000.00
45,171.3,69.7,200000.00
19,171.9,71.8,67241.96
21,174.3,77.8,10000.00
60,175.2,72.9,74110.78
62,173.0,78.3,11890.03
35,173.8,71.8,20113.25
75,161.6,59.5,76887.47
50,176.9,79.8,16300.13
31,180.9,84.0,21498.66
49,177.8,73.1,108947.18
51,173.5,69.9,45750.49
25,183.2,83.0,33627.39
84,171.3,72.1,43314.34
45,177.0,72.8,200000.00
83,181.9,76.7,107873.54
38,167.5,68.2,14524.67
36,179.2,76.7,194913.62
31,162.1,64.8,34399.92
34,164.0,66.3,46644.00
67,163.1,66.6,21014.77
33,155.0,51.5,33134.60
23,165.0,70.9,59965.72
61,170.6,71.4,53669.79
69,167.9,66.4,200000.00
79,161.1,62.0,18071.70
54,152.7,57.9,43917.31
35,164.7,65.8,10000.00
83,164.1,65.4,29958.00
64,183.3,80.4,127777.14
88,169.9,74.3,194683.11
69,182.3,80.8,200000.00
44,165.0,68.8,35553.19
27,177.4,82.1,37845.76
64,171.7,73.6,20941.20
24,164.3,65.7,42008.63
78,171.8,65.3,144688.33
24,168.6,67.0,105855.21
37,167.9,74.0,31679.90
50,158.4,61.2,37366.35
86,183.8,77.1,38613.42
36,173.8,71.9,30583.45
44,162.2,59.6,61687.27
44,172.7,70.2,97365.67
27,167.6,66.2,200000.00
89,179.8,75.8,50543.08
52,168.0,68.0,93496.74
41,169.7,63.0,20143.79
71,165.6,67.8,55038.52
42,173.4,76.5,43466.76
90,169.9,63.8,91069.93
72,178.7,79.8,77723.24
26,172.2,73.1,92951.27
86,187.1,85.1,44143.63
34,169.0,68.7,36721.86
65,164.5,65.6,16944.06
21,164.9,67.9,60313.31
74,165.0,66.0,45743.81
80,164.3,72.9,171230.40
34,180.6,76.4,43195.62
35,168.2,72.8,30767.80
31,172.1,70.7,83468.79
27,161.1,61.1,14538.93
90,170.0,72.4,64874.20
58,153.6,55.7,28557.05
88,172.5,76.6,16751.16
24,166.3,64.1,56295.60
43,181.3,82.7,10000.00
73,175.8,76.0,83935.27
76,175.7,73.6,54081.00
63,163.9,61.5,29111.50
38,172.6,68.5,117275.67
31,183.8,78.5,79058.73
21,164.7,68.4,15919.22
82,164.2,64.8,85221.97
68,170.4,72.1,79091.10
64,171.8,71.3,33565.86
57,174.8,70.0,40930.59
58,173.9,73.6,200000.00
21,171.7,72.6,72404.80
35,165.1,60.2,16509.46
48,184.0,79.5,56112.24
47,180.7,75.9,12654.86
60,173.4,68.4,79645.06
45,178.9,77.2,30198.13
46,169.9,70.1,32958.90
32,161.7,66.7,21818.85
21,176.5,77.2,37245.31
77,161.4,61.6,61977.61
86,184.8,81.1,28079.72
73,162.4,68.6,25450.60
85,180.2,79.5,53828.09
62,183.5,84.3,37966.93
82,160.9,57.9,40287.87
48,160.2,56.8,27070.12
68,174.0,71.4,21313.55
40,181.2,81.7,44604.73
84,175.4,78.6,95934.99
72,164.7,62.8,46896.83
80,181.3,80.5,38109.06
19,186.2,84.4,13825.55
57,163.9,61.0,32590.80
61,173.2,69.4,30858.24
55,174.9,73.1,54010.09
50,168.6,64.4,52126.88
63,164.2,72.3,200000.00
34,163.1,60.7,36146.57
38,158.1,58.6,103111.80
90,176.6,75.9,105824.92
26,166.9,67.6,87953.68
83,182.2,81.5,50313.46
85,174.3,69.9,200000.00
54,169.9,65.2,23302.87
53,180.7,78.7,77379.29
80,170.0,66.6,96062.68
24,166.5,64.3,11386.37
75,175.6,71.6,14042.71
87,166.6,64.2,151966.46
42,171.6,66.3,65547.98
77,172.9,68.5,17789.37
53,170.8,68.9,149282.92
65,173.0,75.2,42604.56
90,173.0,77.9,116741.06
90,171.6,73.4,200000.00
47,166.6,67.3,42028.22
77,163.0,66.8,10000.00
39,165.1,65.0,24875.52
23,165.5,66.5,10000.00
69,174.8,75.5,22087.20
70,182.3,81.4,173223.23
49,170.2,72.4,25811.20
26,178.8,78.8,18346.66
20,165.3,63.4,200000.00
74,169.2,70.6,41787.90
26,169.0,66.3,61104.54
37,174.3,75.1,18608.22
38,165.9,64.8,150339.98
43,175.4,70.0,51389.15
29,172.6,67.3,100774.79
78,171.3,76.9,13432.34
53,166.2,63.1,159220.75
27,158.6,63.2,66246.81
70,167.0,69.0,25637.17
86,175.4,76.6,33826.35
30,157.8,56.7,30738.59
27,159.1,59.5,62348.22
89,168.1,64.9,55119.93
19,164.2,67.7,200000.00
60,192.6,93.5,10000.00
19,171.8,70.7,85382.83
24,167.3,73.6,11530.21
77,178.0,76.8,200000.00
30,169.6,68.4,190546.22
53,169.5,69.2,47691.40
62,182.8,81.6,72477.61
55,155.5,53.6,52746.69
55,163.3,64.8,28424.29
78,173.8,72.0,25598.24
57,163.4,63.3,47876.73
55,163.3,63.6,10000.00
76,175.8,77.1,161749.71
87,165.3,65.6,200000.00
26,172.6,68.1,39301.09
18,168.3,68.2,181702.38
25,172.5,70.7,31305.41
29,169.4,68.9,29850.96
21,175.9,74.0,59569.59
75,176.7,76.0,79350.59
52,165.2,61.3,23184.95
84,158.7,56.4,67144.08
41,169.1,68.3,64098.66
69,165.9,65.2,10000.00
52,165.0,62.4,38668.20
39,157.9,53.7,40519.49
75,167.2,67.8,28618.91
79,170.3,68.2,28700.17
30,165.9,67.0,76624.65
34,169.7,69.9,11794.84
72,174.6,75.3,131838.70
50,179.9,74.5,44296.04
57,180.8,78.5,151922.36
75,165.5,72.0,28209.62
72,164.8,65.9,119236.12
47,160.3,66.1,81668.94
64,175.7,76.2,10000.00
78,171.3,67.7,42231.24
27,179.9,84.9,200000.00
62,171.3,74.6,107046.04
50,166.1,62.3,18498.72
80,169.7,68.6,32703.85
38,168.5,73.5,105319.85
35,165.0,67.3,67787.49
73,170.6,64.3,12781.65
64,163.9,62.4,10257.45
32,179.7,75.1,94785.65
66,157.9,64.3,38788.95
37,178.4,77.9,130841.37
48,166.5,65.6,68050.24
90,150.0,51.7,23933.96
49,157.4,61.5,48236.41
85,169.5,68.6,34052.01
84,167.0,67.5,64836.47
65,172.9,73.6,22267.07
34,167.0,67.5,12745.92
65,174.0,68.6,43288.69
24,170.1,72.0,23100.28
68,174.6,76.3,117033.06
55,176.1,80.7,40320.53
90,173.6,70.5,63252.16
82,167.9,71.5,35613.18
28,180.0,81.6,57745.10
89,169.5,72.2,86329.02
63,164.9,65.7,61996.30
83,167.0,64.2,11466.95
81,172.7,70.7,33503.23
74,177.0,71.8,200000.00
69,174.7,68.7,69890.57
25,174.7,75.5,33402.97
30,167.4,64.7,31579.22
63,177.6,69.8,176726.99
90,170.0,69.7,80433.36
65,166.2,68.7,16031.33
67,156.6,60.8,200000.00
54,174.2,69.9,64466.56
52,165.9,64.3,63119.33
79,162.4,64.5,189404.11
61,161.0,64.9,57885.33
89,176.3,75.9,73345.16
89,171.2,73.0,12729.07
88,173.6,71.8,46147.85
38,168.5,69.3,16048.64
19,170.3,70.3,31347.29
79,169.7,65.8,62597.92
20,161.9,57.6,10000.00
66,175.7,71.5,66961.88
21,164.0,62.3,106380.09
87,166.2,70.3,10000.00
40,172.6,71.1,27129.90
88,177.2,72.8,12796.31
72,165.7,65.3,79761.96
22,175.3,74.4,31807.52
59,172.3,69.9,137509.39
20,168.5,66.4,15354.73
53,169.4,67.7,59702.47
70,169.3,69.4,23570.41
71,171.6,70.1,50753.14
57,178.1,74.7,37221.35
36,172.0,68.7,94131.04
55,168.1,68.8,64801.48
90,166.8,65.6,140478.31
57,171.0,71.9,45839.58
36,166.7,71.4,21986.15
75,157.6,56.2,86833.91
45,178.0,75.3,46767.45
82,169.1,63.8,39348.72
80,168.7,67.6,67911.20
19,179.4,82.9,25262.77
75,166.4,68.2,200000.00
74,173.0,69.8,128747.81
29,170.0,70.7,69480.34
27,172.4,67.9,62944.30
22,165.8,62.6,51924.01
42,176.3,76.6,31337.84
65,182.4,78.9,78827.01
88,163.4,63.4,34150.40
68,175.3,73.6,200000.00
62,170.8,69.2,181957.28
83,172.6,75.4,60979.05
22,173.2,67.6,114965.11
20,161.2,60.0,12909.14
23,164.5,65.6,58060.42
81,168.3,64.5,10325.43
40,178.6,74.3,54883.87
42,167.9,70.2,24224.52
51,173.3,69.6,112915.64
44,170.4,72.1,53751.31
88,170.5,65.7,35731.10
65,171.1,76.4,36266.31
69,164.3,66.8,10000.00
80,168.9,70.6,110770.45
64,167.1,65.9,172907.16
48,169.6,69.1,100871.07
53,165.3,73.7,31969.30
18,182.7,76.8,22880.06
42,158.1,58.3,11068.82
65,158.3,59.1,35294.57
36,173.0,72.3,10000.00
58,175.8,76.2,10000.00
52,181.2,80.3,119384.45
88,168.2,64.7,200000.00
89,170.0,71.7,28561.05
56,173.5,74.5,76411.12
39,179.8,77.8,32067.45
64,160.8,60.2,144301.58
85,171.4,71.4,61347.30
81,174.5,72.2,87076.65
47,167.7,67.4,10000.00
37,173.0,71.9,45958.41
61,165.7,63.3,31126.81
19,178.5,76.6,171660.59
47,157.7,62.9,30592.73
72,168.2,69.9,39963.27
57,174.0,72.1,10000.00
67,168.0,67.0,57390.37
58,176.0,79.6,54857.66
82,170.5,67.2,38534.92
64,172.1,73.0,157390.07
35,174.0,76.3,50905.15
82,169.6,65.7,28381.92
49,158.4,59.7,24325.68
24,182.3,83.1,98134.73
21,179.6,75.2,11624.16
62,175.1,74.0,27531.71
70,167.5,63.2,44609.65
34,173.1,70.7,34557.14
31,157.9,64.0,46805.26
44,159.1,57.0,138405.61
58,186.9,78.9,39196.03
18,161.3,62.3,20389.05
54,167.9,69.3,199754.61
24,171.0,68.7,38961.62
47,172.4,70.4,73195.57
47,170.0,71.6,189093.17
21,167.4,70.9,26157.97
20,169.3,70.4,200000.00
62,178.0,78.9,200000.00
44,174.5,73.0,25902.76
55,174.8,71.5,29861.42
31,156.4,54.2,96940.34
35,173.7,68.3,184356.66
41,170.9,69.7,105429.83
66,165.6,69.7,48177.28
49,182.9,77.5,80923.70
88,159.7,70.4,94966.01
82,169.8,68.7,66354.90
85,178.3,73.3,33330.74
27,171.1,68.6,104377.81
82,156.3,58.4,39505.05
19,180.1,81.9,10000.00
72,158.1,60.3,14667.01
56,161.6,58.9,160764.21
76,176.8,80.3,19146.52
51,163.3,62.2,55147.68
70,168.2,65.5,158406.77
42,163.2,65.3,58841.59
47,170.5,72.8,200000.00
85,178.4,79.3,45957.85
31,159.0,55.4,23904.17
62,171.7,75.6,13683.93
73,157.9,56.7,10000.00
32,184.7,83.8,200000.00
62,163.5,65.5,18374.14
56,173.9,74.4,11752.83
76,172.1,70.4,36282.60
65,170.9,73.6,29609.76
87,166.9,67.0,27534.56
57,160.4,66.0,160623.51
46,180.3,74.7,61338.13
60,163.4,69.4,109894.36
83,169.2,63.5,200000.00
18,167.6,72.6,24526.71
23,176.9,73.6,61692.89
29,185.9,84.2,14311.93
36,165.2,64.2,200000.00
61,171.0,67.5,41606.09
52,177.5,74.4,10000.00
59,179.3,79.6,15091.81
86,168.9,69.7,191277.48
19,169.2,72.5,10000.00
89,179.0,78.6,45749.75
39,157.1,60.4,78107.78
55,176.4,79.8,83115.97
30,164.4,66.4,200000.00
60,171.0,67.3,46605.40
35,170.4,66.1,21008.15
50,165.8,71.6,22706.64
33,172.2,71.0,142770.55
83,167.5,67.6,10000.00
62,177.1,73.6,61743.49
80,164.6,60.4,200000.00
85,162.7,69.5,54239.86
36,170.8,66.4,163635.80
52,169.5,66.1,10000.00
22,180.6,77.4,157686.05
89,169.8,67.9,60135.63
23,170.0,67.7,30759.82
29,161.5,64.7,31205.45
83,171.3,73.9,200000.00
46,162.0,62.9,23629.97
71,168.7,69.3,24758.59
64,163.6,61.6,200000.00
30,173.6,74.2,65511.44
65,169.2,68.0,78159.11
69,178.1,75.1,19771.30
26,163.0,66.8,19505.55
47,170.3,65.4,200000.00
25,170.9,73.3,67547.56
60,168.9,68.4,48745.11
24,177.5,74.3,37016.87
61,169.4,74.3,43253.16
71,162.6,66.0,24497.59
67,172.7,66.6,70667.50
23,182.4,82.9,27234.92
38,165.1,67.3,33971.76
83,169.4,65.2,75280.61
85,171.3,70.3,176788.42
26,176.5,77.3,150239.68
82,175.2,68.3,27503.38
25,170.8,72.5,40809.23
18,167.0,65.9,10717.53
27,166.6,66.2,86535.71
68,173.3,75.6,95752.76
90,164.9,63.1,49493.34
57,160.3,58.5,153842.10
32,168.4,70.3,28583.40
55,166.3,66.8,53215.52
50,167.3,66.0,17160.67
26,173.7,68.5,43188.82
44,170.6,68.7,31695.82
57,168.3,66.3,83985.85
72,161.7,62.1,34684.91
71,167.1,62.3,142951.93
30,158.6,58.3,10571.26
19,164.5,66.2,81316.11
87,164.3,64.6,10000.00
48,170.1,68.9,44146.68
44,170.4,66.8,141815.30
63,168.2,65.2,44370.71
35,162.0,62.2,146420.28
28,157.9,59.8,19942.20
59,179.4,74.7,57471.72
90,164.1,65.2,23340.58
47,168.0,68.3,184953.72
68,166.6,63.5,22760.36
50,176.0,78.0,20256.91
67,172.0,68.5,152932.36
70,165.0,62.7,15765.55
50,173.6,70.4,23153.93
51,160.5,57.8,80182.11
24,169.3,63.6,59729.62
76,150.0,57.2,25918.96
83,172.2,73.9,44001.54
18,167.0,64.3,200000.00
22,168.4,70.0,19596.18
65,178.5,74.6,48838.60
74,164.7,62.1,37485.56
57,165.1,64.7,120203.59
30,159.6,60.4,16104.80
69,170.3,72.6,26491.00
70,169.5,61.8,36095.96
56,175.1,72.7,26277.74
53,169.7,75.9,71808.93
56,172.3,64.5,91292.61
51,173.6,70.6,71126.79
77,172.5,70.5,10000.00
90,169.1,69.1,36018.14
70,173.8,74.7,38906.76
90,174.5,73.5,17335.72
82,177.0,79.9,21931.42
21,186.0,81.9,200000.00
48,163.0,66.9,100357.10
83,173.6,71.9,16314.69
49,169.9,71.6,87261.55
18,171.4,68.6,81897.07
23,175.3,71.1,23998.18
61,171.6,66.7,75520.47
81,162.5,62.6,31973.27
77,166.3,64.3,10000.00
83,174.0,73.7,32490.82
41,164.6,67.1,18395.40
86,162.3,66.3,28068.06
69,167.9,70.1,77379.99
32,159.9,64.6,77451.35
62,164.7,67.2,69030.72
18,183.6,77.5,64782.61
51,166.2,67.1,18915.14
35,172.7,69.4,24192.66
80,164.2,64.3,140730.22
28,174.4,72.9,200000.00
67,168.2,60.4,49309.44
56,175.5,70.8,65121.65
76,167.7,66.0,200000.00
37,166.7,58.3,33918.73
23,168.9,72.4,57822.18
66,170.0,69.7,27463.66
33,171.6,71.0,10000.00
71,165.1,68.5,29223.31
61,163.7,66.5,69856.47
49,160.1,63.7,12024.12
78,165.9,69.1,78093.01
33,158.2,61.0,15544.32
74,161.0,63.2,28545.08
66,168.3,69.3,41760.90
52,174.1,68.8,21676.63
56,167.6,61.1,51183.24
77,183.9,75.0,44969.46
46,172.1,73.2,53054.39
82,171.4,68.9,187401.29
89,162.1,62.2,23825.97
61,174.1,73.2,76467.00
52,174.0,76.9,25411.65
28,163.4,66.1,50457.63
47,170.3,70.2,118620.62
62,180.7,79.6,121714.14
41,171.8,77.6,32944.85
40,175.9,71.3,113239.31
22,167.6,71.6,64544.23
44,157.7,59.8,55783.54
42,173.4,71.9,64130.81
83,168.9,70.3,48943.81
23,171.7,65.2,22847.85
89,170.3,66.4,44135.12
62,164.5,66.1,181266.18
69,170.4,71.1,28593.38
67,165.6,67.5,200000.00
40,162.8,65.7,25438.71
71,175.5,79.9,109712.98
38,164.1,62.7,13460.45
38,169.0,69.7,72796.72
21,163.8,66.6,11209.03
87,180.1,79.0,111343.32
22,173.4,71.8,51449.26
48,163.0,61.4,122438.94
23,170.0,68.7,16946.84
88,170.2,73.4,59861.05
67,170.7,76.5,86955.45
60,165.7,60.7,86270.21
31,165.3,65.6,22482.52
84,180.4,72.8,57120.23
23,163.7,62.1,31575.59
49,162.7,64.2,59888.52
90,157.2,55.7,11129.02
45,168.2,66.6,189773.82
70,161.0,60.4,29002.29
21,185.4,83.1,77433.71
61,160.5,60.6,17579.33
66,164.6,68.5,11200.98
57,185.2,82.1,91424.13
59,177.6,73.1,89655.77
87,157.2,54.6,107601.35
71,170.1,66.9,69016.22
62,171.7,70.1,144583.14
25,163.1,65.3,68146.89
