age,height_cm,weight_kg,income,bmi,bmi_category
51,159.4,62.5,51626.31,24.60,Normal
36,160.3,64.3,57424.01,25.02,Overweight
27,167.2,68.5,21763.61,24.50,Normal
21,168.1,68.7,94202.80,24.31,Normal
18,157.9,62.0,39166.34,24.87,Normal
53,175.7,66.8,81575.88,21.64,Normal
24,162.4,69.6,49275.03,26.39,Overweight
88,180.5,83.0,84760.66,25.48,Overweight
35,182.7,80.8,34529.55,24.21,Normal
65,168.3,63.7,24566.52,22.49,Normal
67,173.1,75.5,73419.93,25.20,Overweight
54,161.4,60.4,32061.71,23.19,Normal
82,174.4,74.6,185848.31,24.53,Normal
26,166.5,62.7,53139.15,22.62,Normal
35,162.4,70.0,14523.31,26.54,Overweight
36,168.0,63.4,29521.05,22.46,Normal
27,166.7,66.9,20341.21,24.07,Normal
39,167.7,61.1,131321.68,21.73,Normal
40,176.6,74.7,100304.40,23.95,Normal
73,164.5,63.7,47327.15,23.54,Normal
40,182.1,83.0,64915.69,25.03,Overweight
81,160.7,60.7,46206.09,23.50,Normal
74,181.3,82.3,108460.37,25.04,Overweight
83,162.9,60.6,79827.77,22.84,Normal
25,170.0,68.5,93878.48,23.70,Normal
89,166.6,65.8,42071.12,23.71,Normal
62,167.6,68.9,28321.44,24.53,Normal
89,175.6,75.1,90974.55,24.36,Normal
43,180.5,80.4,200000.00,24.68,Normal
87,178.3,77.1,135291.59,24.25,Normal
60,167.2,69.1,200000.00,24.72,Normal
23,171.3,67.7,57849.90,23.07,Normal
47,164.5,66.1,20885.00,24.43,Normal
28,163.1,68.7,22622.72,25.83,Overweight
86,162.0,57.9,173059.57,22.06,Normal
40,166.9,68.3,10000.00,24.52,Normal
34,171.7,72.8,193698.74,24.69,Normal
58,156.6,63.2,24609.97,25.77,Overweight
49,169.7,71.3,200000.00,24.76,Normal
25,180.6,78.6,46921.75,24.10,Normal
77,177.9,77.2,95807.10,24.39,Normal
79,165.9,63.8,200000.00,23.18,Normal
72,160.2,60.4,37147.26,23.53,Normal
63,173.2,68.0,36590.30,22.67,Normal
47,153.8,61.2,26753.56,25.87,Overweight
57,177.8,77.2,20295.88,24.42,Normal
56,168.5,65.4,37158.08,23.03,Normal
30,182.8,81.0,30346.05,24.24,Normal
23,157.9,63.3,16228.87,25.39,Overweight
36,176.4,77.7,41371.41,24.97,Normal
51,169.3,66.0,74950.73,23.03,Normal
29,167.7,58.1,22325.02,20.66,Normal
25,160.4,62.9,43199.04,24.45,Normal
80,174.2,70.2,177306.00,23.13,Normal
45,174.7,75.1,13935.58,24.61,Normal
60,182.5,82.8,200000.00,24.86,Normal
56,177.1,78.6,27259.49,25.06,Overweight
71,165.8,71.2,59909.60,25.90,Overweight
72,163.0,67.5,158106.66,25.41,Overweight
39,160.4,67.0,200000.00,26.04,Overweight
79,180.3,82.2,76314.40,25.29,Overweight
45,164.6,69.4,26761.60,25.62,Overweight
78,180.4,78.0,24717.04,23.97,Normal
47,173.7,68.5,29803.32,22.70,Normal
26,172.3,78.7,200000.00,26.51,Overweight
73,167.9,67.8,35417.00,24.05,Normal
20,174.6,76.9,66905.93,25.23,Overweight
74,169.9,67.6,19543.48,23.42,Normal
21,167.4,70.1,17660.20,25.02,Overweight
33,174.9,66.1,51201.87,21.61,Normal
62,169.0,67.3,37328.35,23.56,Normal
86,164.4,64.6,39864.57,23.90,Normal
47,174.2,74.2,13208.49,24.45,Normal
26,169.6,72.3,46800.06,25.14,Overweight
35,173.4,68.9,200000.00,22.92,Normal
83,166.8,68.8,23203.17,24.73,Normal
71,161.5,66.3,112136.25,25.42,Overweight
25,182.1,86.6,10000.00,26.12,Overweight
46,180.8,80.6,24286.30,24.66,Normal
37,176.2,73.1,10000.00,23.55,Normal
30,167.3,63.4,152110.37,22.65,Normal
79,167.9,73.1,110269.01,25.93,Overweight
63,179.7,79.7,19709.94,24.68,Normal
31,167.5,67.3,64869.17,23.99,Normal
65,165.6,61.0,147460.67,22.24,Normal
48,183.1,77.7,169608.96,23.18,Normal
22,169.7,71.0,34702.49,24.65,Normal
50,182.4,80.9,10000.00,24.32,Normal
31,160.2,55.8,22272.15,21.74,Normal
35,173.6,74.2,99638.95,24.62,Normal
82,184.5,77.0,200000.00,22.62,Normal
69,170.2,73.6,47614.17,25.41,Overweight
27,168.2,68.5,28959.07,24.21,Normal
80,161.8,61.4,200000.00,23.45,Normal
59,177.6,78.7,72037.18,24.95,Normal
81,164.6,66.1,16560.69,24.40,Normal
72,169.3,72.8,44925.53,25.40,Overweight
42,161.4,62.8,122972.15,24.11,Normal
57,180.9,79.0,46931.37,24.14,Normal
56,178.1,75.3,102201.62,23.74,Normal
70,169.8,70.0,11793.12,24.28,Normal
36,161.9,68.0,13753.13,25.94,Overweight
42,180.8,76.9,25807.18,23.52,Normal
35,167.4,69.2,38785.60,24.69,Normal
39,162.3,60.6,67530.34,23.01,Normal
29,157.7,53.5,88686.46,21.51,Normal
20,165.5,66.4,200000.00,24.24,Normal
86,159.8,62.4,25721.36,24.44,Normal
23,165.6,65.5,37691.44,23.88,Normal
82,175.2,69.2,26375.44,22.54,Normal
18,167.4,68.2,132088.55,24.34,Normal
74,172.5,72.2,138736.76,24.26,Normal
41,164.9,62.6,33419.28,23.02,Normal
55,170.5,65.7,200000.00,22.60,Normal
38,183.4,80.0,26417.16,23.78,Normal
53,167.6,69.4,126336.52,24.71,Normal
50,172.7,72.8,185136.49,24.41,Normal
56,159.0,58.0,14681.69,22.94,Normal
46,180.6,78.7,84090.37,24.13,Normal
57,166.7,69.4,10000.00,24.97,Normal
78,177.4,72.0,104984.65,22.88,Normal
49,169.1,68.8,18552.00,24.06,Normal
44,174.3,76.9,83324.75,25.31,Overweight
27,174.7,69.4,98643.55,22.74,Normal
44,166.8,70.2,137022.84,25.23,Overweight
27,177.6,80.6,111409.97,25.55,Overweight
31,164.7,64.4,52579.62,23.74,Normal
87,175.4,72.8,35502.18,23.66,Normal
24,167.3,70.3,46762.08,25.12,Overweight
53,172.4,70.8,18313.19,23.82,Normal
78,166.8,59.7,41326.50,21.46,Normal
87,170.3,69.3,38489.94,23.89,Normal
28,162.5,64.8,24597.05,24.54,Normal
29,171.7,73.0,10432.74,24.76,Normal
45,170.3,67.0,15843.84,23.10,Normal
58,166.2,65.5,10000.00,23.71,Normal
88,169.6,72.0,37899.27,25.03,Overweight
33,170.9,69.9,69163.40,23.93,Normal
30,165.7,61.3,10000.00,22.33,Normal
36,169.1,72.3,61871.91,25.28,Overweight
81,163.0,63.1,44781.55,23.75,Normal
20,186.4,86.7,17338.73,24.95,Normal
45,177.4,71.3,33917.74,22.66,Normal
26,171.9,70.6,128733.81,23.89,Normal
29,178.2,77.7,20806.24,24.47,Normal
84,156.1,58.2,53677.23,23.88,Normal
18,152.1,52.0,68303.38,22.48,Normal
41,167.2,59.9,23856.02,21.43,Normal
84,160.4,66.3,123899.02,25.77,Overweight
62,168.3,68.7,71914.64,24.25,Normal
23,171.4,74.0,39857.20,25.19,Overweight
51,176.4,77.5,200000.00,24.91,Normal
88,162.0,64.8,124380.27,24.69,Normal
47,172.8,70.7,10962.48,23.68,Normal
56,170.1,70.9,35225.89,24.50,Normal
56,172.4,75.6,200000.00,25.44,Overweight
66,166.4,66.7,20657.11,24.09,Normal
31,179.7,83.2,53075.92,25.76,Overweight
79,169.3,64.3,151398.74,22.43,Normal
90,182.4,75.0,89937.27,22.54,Normal
28,164.5,67.9,102395.77,25.09,Overweight
77,175.2,71.2,97111.06,23.20,Normal
77,169.6,75.2,51155.83,26.14,Overweight
72,167.7,71.5,24506.54,25.42,Overweight
45,174.4,77.8,73944.20,25.58,Overweight
52,167.9,70.3,34796.75,24.94,Normal
79,151.4,52.2,32421.02,22.77,Normal
29,150.0,49.0,189852.55,21.78,Normal
78,178.9,81.3,35485.59,25.40,Overweight
85,178.6,72.1,200000.00,22.60,Normal
67,183.2,85.3,62998.61,25.42,Overweight
42,169.9,71.3,43327.61,24.70,Normal
58,161.0,62.0,10000.00,23.92,Normal
21,167.1,68.3,200000.00,24.46,Normal
86,170.1,70.8,49732.09,24.47,Normal
42,163.0,63.2,10000.00,23.79,Normal
22,181.5,83.3,121629.08,25.29,Overweight
75,185.7,86.9,47791.62,25.20,Overweight
66,173.3,72.5,21624.57,24.14,Normal
63,169.9,67.5,115594.47,23.38,Normal
21,160.9,66.1,10000.00,25.53,Overweight
72,180.8,72.4,26293.91,22.15,Normal
64,170.5,71.1,38189.51,24.46,Normal
75,168.0,70.0,107661.51,24.80,Normal
78,173.4,69.7,200000.00,23.18,Normal
33,165.9,69.0,40114.23,25.07,Overweight
33,171.0,70.1,75639.06,23.97,Normal
85,159.9,59.7,200000.00,23.35,Normal
56,177.6,78.6,50213.61,24.92,Normal
49,169.3,65.5,76203.10,22.85,Normal
38,178.1,78.7,16418.47,24.81,Normal
64,168.6,62.3,200000.00,21.92,Normal
73,169.0,69.4,26320.40,24.30,Normal
18,161.5,62.7,63671.51,24.04,Normal
58,175.3,72.1,62068.29,23.46,Normal
90,163.9,65.6,53991.55,24.42,Normal
38,166.6,66.4,33822.99,23.92,Normal
38,170.0,72.5,62129.23,25.09,Overweight
82,170.8,71.7,200000.00,24.58,Normal
22,158.1,61.3,200000.00,24.52,Normal
47,168.4,68.9,42708.35,24.30,Normal
51,175.6,72.6,33364.95,23.54,Normal
76,167.4,66.3,24146.39,23.66,Normal
27,168.4,68.8,200000.00,24.26,Normal
49,171.1,69.7,56147.07,23.81,Normal
29,169.1,72.0,136395.85,25.18,Overweight
75,162.8,63.9,93598.80,24.11,Normal
64,169.7,70.2,200000.00,24.38,Normal
54,177.0,71.0,40008.53,22.66,Normal
46,162.6,66.3,18461.02,25.08,Overweight
29,167.4,65.5,200000.00,23.37,Normal
85,160.3,58.5,112730.36,22.77,Normal
65,176.6,79.8,75390.24,25.59,Overweight
41,169.4,71.0,199077.93,24.74,Normal
48,164.0,67.5,79362.06,25.10,Overweight
71,170.6,71.2,200000.00,24.46,Normal
70,161.6,62.4,62424.37,23.89,Normal
51,162.8,62.8,112592.71,23.69,Normal
40,159.8,63.6,80300.45,24.91,Normal
66,162.5,66.8,37310.23,25.30,Overweight
66,179.5,77.1,41561.39,23.93,Normal
61,164.9,71.5,35108.63,26.29,Overweight
23,173.3,71.5,63495.01,23.81,Normal
52,164.1,60.4,33175.14,22.43,Normal
62,175.3,68.6,74019.80,22.32,Normal
87,162.8,58.5,71789.23,22.07,Normal
56,170.3,68.4,60139.19,23.58,Normal
43,170.4,69.0,61086.43,23.76,Normal
58,186.3,85.3,30038.52,24.58,Normal
30,174.4,72.9,38793.17,23.97,Normal
24,165.8,68.5,11117.00,24.92,Normal
67,174.8,73.5,44886.66,24.05,Normal
89,185.0,82.2,20589.74,24.02,Normal
79,158.6,58.6,54701.45,23.30,Normal
60,164.1,68.9,26284.59,25.59,Overweight
20,168.3,63.4,10000.00,22.38,Normal
90,167.1,67.9,200000.00,24.32,Normal
50,167.7,67.0,40598.72,23.82,Normal
39,160.9,64.5,183896.86,24.91,Normal
83,179.8,77.5,31116.31,23.97,Normal
72,160.0,61.5,200000.00,24.02,Normal
72,168.6,67.4,17734.20,23.71,Normal
38,177.3,79.6,58583.40,25.32,Overweight
90,169.8,69.2,18708.21,24.00,Normal
51,163.1,69.8,200000.00,26.24,Overweight
56,160.6,62.7,39952.36,24.31,Normal
72,168.4,68.1,105386.05,24.01,Normal
66,164.7,64.7,75004.09,23.85,Normal
30,171.4,72.2,48864.88,24.58,Normal
40,160.2,59.8,79676.20,23.30,Normal
44,175.7,74.5,169911.66,24.13,Normal
87,170.8,70.0,91232.24,24.00,Normal
70,171.3,71.4,57871.93,24.33,Normal
44,180.1,78.9,79791.23,24.32,Normal
71,166.9,68.1,200000.00,24.45,Normal
71,164.9,65.5,34360.02,24.09,Normal
46,166.2,71.0,10000.00,25.70,Overweight
47,168.7,69.6,18637.43,24.46,Normal
83,169.4,76.7,19927.72,26.73,Overweight
59,164.2,64.9,22620.83,24.07,Normal
28,155.8,61.1,23331.55,25.17,Overweight
70,166.1,64.0,48949.22,23.20,Normal
61,172.5,75.6,62470.79,25.41,Overweight
55,171.0,68.1,61869.51,23.29,Normal
70,178.4,77.8,25913.73,24.44,Normal
84,183.7,80.2,122306.85,23.77,Normal
42,175.3,75.1,80885.39,24.44,Normal
48,179.7,76.8,200000.00,23.78,Normal
31,175.4,71.5,107136.95,23.24,Normal
65,182.0,78.7,36504.82,23.76,Normal
47,183.0,85.0,161897.35,25.38,Overweight
42,176.7,76.3,63959.53,24.44,Normal
68,174.9,69.5,102534.95,22.72,Normal
47,168.6,71.5,95622.65,25.15,Overweight
51,169.7,66.4,44707.23,23.06,Normal
50,167.6,69.6,54869.98,24.78,Normal
36,174.3,74.6,44424.27,24.56,Normal
27,165.0,67.2,23205.08,24.68,Normal
78,168.7,73.9,10000.00,25.97,Overweight
24,153.5,54.1,26778.46,22.96,Normal
41,182.1,81.4,59815.93,24.55,Normal
66,168.5,71.9,132827.25,25.32,Overweight
27,173.2,70.1,102351.61,23.37,Normal
65,180.2,75.7,38875.77,23.31,Normal
71,172.1,70.2,27108.95,23.70,Normal
66,180.1,78.8,42526.88,24.29,Normal
40,161.3,58.2,20790.94,22.37,Normal
19,186.8,85.4,10000.00,24.47,Normal
82,177.6,71.5,12445.92,22.67,Normal
41,171.5,74.5,172309.15,25.33,Overweight
76,180.0,79.3,200000.00,24.48,Normal
32,161.8,68.6,98550.58,26.20,Overweight
29,168.0,69.7,47450.43,24.70,Normal
74,180.1,76.9,14272.59,23.71,Normal
86,156.9,56.7,43250.30,23.03,Normal
80,173.9,73.3,86719.46,24.24,Normal
72,173.7,72.3,105521.65,23.96,Normal
36,183.8,84.6,92939.89,25.04,Overweight
84,158.9,57.8,148507.32,22.89,Normal
66,181.3,84.9,200000.00,25.83,Overweight
30,166.1,70.0,34726.49,25.37,Overweight
27,166.9,66.2,200000.00,23.77,Normal
81,161.4,67.9,10000.00,26.07,Overweight
38,162.4,60.9,24817.34,23.09,Normal
73,172.8,72.3,59860.88,24.21,Normal
28,162.2,59.3,81953.03,22.54,Normal
38,175.2,79.2,42459.51,25.80,Overweight
38,165.4,60.7,32003.13,22.19,Normal
38,161.5,58.3,200000.00,22.35,Normal
67,166.3,64.5,30656.74,23.32,Normal
84,172.4,75.3,19977.10,25.33,Overweight
84,168.1,70.7,200000.00,25.02,Overweight
72,170.2,69.9,107367.81,24.13,Normal
32,174.9,76.5,133923.47,25.01,Overweight
88,177.6,75.4,59638.84,23.90,Normal
57,167.8,68.8,14492.55,24.43,Normal
57,162.7,68.5,53956.64,25.88,Overweight
69,170.5,69.0,12803.32,23.74,Normal
74,173.3,69.8,62184.10,23.24,Normal
87,159.8,62.7,90024.84,24.55,Normal
60,163.8,66.6,131617.60,24.82,Normal
62,165.0,65.7,46010.69,24.13,Normal
72,168.5,71.2,98032.95,25.08,Overweight
36,164.7,64.5,22166.05,23.78,Normal
40,174.9,73.8,119341.76,24.13,Normal
63,158.8,61.6,91756.94,24.43,Normal
22,158.9,61.5,24331.97,24.36,Normal
41,167.7,72.3,80587.97,25.71,Overweight
70,168.8,69.5,133322.65,24.39,Normal
89,159.8,60.4,53667.32,23.65,Normal
55,165.8,67.6,23849.46,24.59,Normal
47,167.2,70.1,58674.38,25.08,Overweight
50,167.2,69.4,82206.03,24.82,Normal
68,171.1,72.4,23688.87,24.73,Normal
57,165.4,61.2,20189.11,22.37,Normal
19,180.3,70.5,79956.53,21.69,Normal
57,173.4,76.0,104900.17,25.28,Overweight
47,164.4,66.2,200000.00,24.49,Normal
69,170.7,69.9,91028.89,23.99,Normal
81,170.9,72.2,16841.56,24.72,Normal
88,178.5,82.3,200000.00,25.83,Overweight
62,165.8,70.2,129219.36,25.54,Overweight
44,175.4,76.7,10000.00,24.93,Normal
50,170.3,66.9,19781.79,23.07,Normal
30,180.4,75.8,32124.55,23.29,Normal
86,179.0,69.7,106304.90,21.75,Normal
79,171.4,72.4,10000.00,24.64,Normal
80,168.2,71.2,44917.25,25.17,Overweight
41,173.5,75.8,100984.49,25.18,Overweight
41,168.7,70.3,10000.00,24.70,Normal
80,181.8,78.9,97915.57,23.87,Normal
57,170.5,68.1,109100.79,23.43,Normal
69,167.2,64.6,23336.90,23.11,Normal
53,166.8,66.3,17708.85,23.83,Normal
50,161.5,59.7,23010.69,22.89,Normal
64,173.9,77.8,10000.00,25.73,Overweight
77,164.3,60.9,37279.82,22.56,Normal
42,177.7,75.2,60925.98,23.81,Normal
77,160.9,56.3,16686.83,21.75,Normal
35,170.9,71.0,119925.13,24.31,Normal
47,178.1,76.1,54835.26,23.99,Normal
84,154.9,56.5,63183.23,23.55,Normal
87,184.1,78.5,34821.19,23.16,Normal
85,167.0,66.9,97588.78,23.99,Normal
41,171.0,68.5,159736.83,23.43,Normal
79,174.0,72.3,34648.56,23.88,Normal
86,175.1,79.5,99181.51,25.93,Overweight
89,171.9,71.4,100167.89,24.16,Normal
19,177.0,76.8,72828.44,24.51,Normal
72,173.6,70.9,200000.00,23.53,Normal
90,182.3,77.4,26002.23,23.29,Normal
73,173.7,72.3,34213.82,23.96,Normal
35,183.8,88.6,24847.56,26.23,Overweight
73,176.3,73.7,96018.65,23.71,Normal
25,157.4,60.5,39125.93,24.42,Normal
53,188.3,82.6,26731.66,23.30,Normal
63,166.0,57.9,200000.00,21.01,Normal
51,180.5,75.8,200000.00,23.27,Normal
69,170.2,76.7,37195.93,26.48,Overweight
35,177.4,77.3,14604.88,24.56,Normal
62,165.2,70.4,200000.00,25.80,Overweight
65,174.4,72.0,76376.91,23.67,Normal
64,168.2,60.8,73015.60,21.49,Normal
39,181.1,75.4,54955.51,22.99,Normal
40,173.1,73.1,24330.65,24.40,Normal
36,176.6,75.6,34469.20,24.24,Normal
51,154.9,57.6,92016.79,24.01,Normal
60,169.4,67.3,33422.14,23.45,Normal
44,172.9,74.6,73825.79,24.95,Normal
47,171.6,69.2,50605.08,23.50,Normal
38,176.7,75.9,19313.89,24.31,Normal
33,167.4,67.8,200000.00,24.19,Normal
65,170.3,68.5,85340.80,23.62,Normal
77,178.3,73.7,67330.00,23.18,Normal
39,154.0,55.6,82396.43,23.44,Normal
80,174.1,78.4,10000.00,25.87,Overweight
59,167.7,70.8,32077.71,25.17,Overweight
30,163.6,67.3,12647.41,25.14,Overweight
44,172.4,69.0,55937.81,23.22,Normal
18,178.6,72.2,67043.66,22.63,Normal
20,177.3,78.7,56782.49,25.04,Overweight
42,169.1,71.3,144423.97,24.93,Normal
51,176.1,74.8,12992.94,24.12,Normal
76,176.1,73.3,24354.02,23.64,Normal
27,169.4,64.5,72597.92,22.48,Normal
79,165.1,68.0,63406.48,24.95,Normal
35,165.6,69.4,15304.32,25.31,Overweight
28,175.9,72.2,146774.87,23.33,Normal
69,169.7,66.8,200000.00,23.20,Normal
74,162.7,67.3,73335.98,25.42,Overweight
62,158.2,58.1,12856.62,23.21,Normal
26,175.8,79.5,57729.93,25.72,Overweight
26,166.2,66.0,67920.05,23.89,Normal
46,172.3,70.1,39148.61,23.61,Normal
50,178.7,76.8,168097.33,24.05,Normal
90,160.8,60.9,45045.73,23.55,Normal
38,169.7,72.5,200000.00,25.18,Overweight
32,168.8,71.0,101172.65,24.92,Normal
87,172.7,74.8,64103.25,25.08,Overweight
29,178.7,77.2,114480.86,24.18,Normal
19,160.7,60.6,198307.68,23.47,Normal
48,174.0,72.6,112299.55,23.98,Normal
47,177.2,74.1,46701.28,23.60,Normal
63,168.7,72.7,27607.70,25.54,Overweight
82,169.0,71.6,18212.83,25.07,Overweight
86,172.9,71.5,10000.00,23.92,Normal
39,172.4,68.6,58488.67,23.08,Normal
89,174.1,77.4,35273.09,25.54,Overweight
64,173.9,73.0,37014.41,24.14,Normal
23,163.1,63.5,126216.01,23.87,Normal
86,176.9,79.8,45202.74,25.50,Overweight
28,178.2,74.7,200000.00,23.52,Normal
60,171.3,69.5,29851.44,23.68,Normal
75,159.5,60.4,20866.96,23.74,Normal
36,169.2,64.8,16121.44,22.63,Normal
37,171.4,71.5,95822.64,24.34,Normal
52,162.0,60.7,140943.69,23.13,Normal
82,167.5,65.6,29284.77,23.38,Normal
34,160.1,59.4,19190.95,23.17,Normal
66,174.3,71.2,198199.01,23.44,Normal
51,171.2,67.8,13553.72,23.13,Normal
26,158.5,61.0,124116.57,24.28,Normal
69,172.5,70.9,29908.41,23.83,Normal
78,169.6,69.2,71479.37,24.06,Normal
60,173.6,79.4,131795.64,26.35,Overweight
30,167.3,66.7,76757.69,23.83,Normal
29,164.4,66.7,38332.29,24.68,Normal
48,164.6,67.2,175653.01,24.80,Normal
54,166.2,66.1,64858.91,23.93,Normal
58,170.1,70.3,200000.00,24.30,Normal
35,171.0,70.2,10776.67,24.01,Normal
54,168.7,68.9,10634.34,24.21,Normal
39,167.0,65.2,122346.54,23.38,Normal
68,167.5,65.9,48591.42,23.49,Normal
76,187.6,84.5,102040.67,24.01,Normal
65,164.6,59.1,18605.93,21.81,Normal
18,166.1,70.7,52496.29,25.63,Overweight
90,193.1,96.0,75460.45,25.75,Overweight
19,172.9,72.3,30651.55,24.19,Normal
90,160.3,63.7,61600.48,24.79,Normal
20,175.9,77.5,14682.40,25.05,Overweight
55,163.6,60.3,71333.32,22.53,Normal
25,176.4,77.5,183630.62,24.91,Normal
24,168.5,66.9,16415.12,23.56,Normal
67,166.9,73.7,15546.96,26.46,Overweight
71,181.3,78.3,145904.45,23.82,Normal
26,174.0,75.4,15301.47,24.90,Normal
89,176.8,74.5,106544.62,23.83,Normal
41,173.0,78.4,52553.76,26.20,Overweight
41,166.9,65.3,34328.75,23.44,Normal
39,174.3,76.4,187147.18,25.15,Overweight
51,178.5,78.3,115279.09,24.57,Normal
30,170.9,71.3,64313.34,24.41,Normal
49,182.6,80.7,10000.00,24.20,Normal
33,176.0,72.3,94921.61,23.34,Normal
21,171.5,62.8,19072.53,21.35,Normal
44,171.8,74.1,40967.51,25.11,Overweight
67,171.0,68.7,50331.12,23.49,Normal
73,161.2,65.9,200000.00,25.36,Overweight
43,169.4,69.9,39809.48,24.36,Normal
41,171.5,74.2,13894.99,25.23,Overweight
75,167.1,69.4,187673.24,24.85,Normal
67,172.4,63.9,96080.08,21.50,Normal
78,170.1,71.3,99355.19,24.64,Normal
84,175.4,72.8,190871.27,23.66,Normal
77,174.6,76.7,200000.00,25.16,Overweight
86,171.2,72.1,22408.99,24.60,Normal
48,160.4,63.6,14298.18,24.72,Normal
46,182.5,79.1,106723.92,23.75,Normal
41,169.0,65.8,39480.32,23.04,Normal
35,169.4,67.6,42837.88,23.56,Normal
72,167.6,62.0,18220.01,22.07,Normal
70,166.6,64.8,84565.80,23.35,Normal
76,180.8,74.1,71804.06,22.67,Normal
30,179.7,73.2,43470.16,22.67,Normal
53,173.1,72.3,14332.29,24.13,Normal
34,169.2,70.3,148451.46,24.56,Normal
83,174.3,72.8,62938.44,23.96,Normal
37,170.5,68.3,136740.14,23.49,Normal
28,168.7,65.5,10000.00,23.02,Normal
59,172.4,70.4,52623.56,23.69,Normal
82,166.9,64.4,26227.65,23.12,Normal
84,171.8,70.6,51653.38,23.92,Normal
25,171.4,65.9,116852.51,22.43,Normal
41,174.2,74.9,69754.06,24.68,Normal
29,165.7,64.2,50822.19,23.38,Normal
40,175.0,74.6,50578.44,24.36,Normal
56,163.7,67.0,12283.22,25.00,Overweight
38,166.0,67.1,22111.81,24.35,Normal
22,166.3,68.8,137164.62,24.88,Normal
55,162.5,57.2,31722.93,21.66,Normal
21,177.1,73.8,139546.82,23.53,Normal
34,163.2,67.2,105188.80,25.23,Overweight
18,165.1,66.9,110311.44,24.54,Normal
24,178.8,82.3,67467.50,25.74,Overweight
49,166.0,71.2,33771.44,25.84,Overweight
80,168.7,69.2,43640.52,24.32,Normal
74,162.9,62.9,88976.32,23.70,Normal
25,175.8,71.3,10000.00,23.07,Normal
20,175.9,72.8,153150.60,23.53,Normal
42,175.2,72.4,31877.98,23.59,Normal
65,173.8,70.7,46264.15,23.41,Normal
72,170.5,67.0,46624.53,23.05,Normal
78,166.3,67.6,48239.28,24.44,Normal
42,164.3,69.9,15328.99,25.89,Overweight
30,179.0,79.7,57315.75,24.87,Normal
19,175.4,72.9,85366.28,23.70,Normal
28,165.1,68.5,10000.00,25.13,Overweight
22,170.3,70.6,15507.38,24.34,Normal
80,167.9,67.5,111977.93,23.94,Normal
37,162.1,62.8,94711.97,23.90,Normal
78,171.2,69.7,65424.06,23.78,Normal
58,167.1,69.0,27060.90,24.71,Normal
57,163.3,64.4,95208.99,24.15,Normal
51,159.6,58.9,16935.51,23.12,Normal
77,159.1,58.4,44186.56,23.07,Normal
21,167.4,68.2,15427.93,24.34,Normal
24,169.4,70.2,43216.45,24.46,Normal
48,163.9,63.5,19780.00,23.64,Normal
46,174.6,69.8,98716.57,22.90,Normal
57,169.5,72.7,73838.97,25.30,Overweight
71,174.0,75.8,29919.34,25.04,Overweight
60,168.7,62.3,133392.02,21.89,Normal
36,164.5,69.0,21143.64,25.50,Overweight
41,170.8,69.4,48437.15,23.79,Normal
72,161.2,62.9,28751.32,24.21,Normal
32,173.8,75.9,97529.76,25.13,Overweight
54,163.4,69.0,89221.43,25.84,Overweight
57,176.4,77.7,161383.56,24.97,Normal
72,167.6,68.1,53877.29,24.24,Normal
70,177.4,71.4,10000.00,22.69,Normal
51,162.1,57.0,33928.03,21.69,Normal
40,165.3,68.2,200000.00,24.96,Normal
44,172.7,75.6,37319.94,25.35,Overweight
48,178.2,73.8,10000.00,23.24,Normal
34,181.7,78.4,74920.06,23.75,Normal
63,170.3,67.9,80132.09,23.41,Normal
33,182.9,78.5,25985.64,23.47,Normal
65,168.0,71.0,40042.80,25.16,Overweight
72,177.7,76.4,23323.39,24.19,Normal
88,163.4,63.4,80024.73,23.75,Normal
26,172.9,79.7,52612.96,26.66,Overweight
73,153.6,52.3,17510.93,22.17,Normal
24,162.1,64.7,49572.37,24.62,Normal
42,173.3,68.9,25849.75,22.94,Normal
30,160.8,61.6,186229.10,23.82,Normal
29,173.0,72.3,111759.69,24.16,Normal
30,176.3,77.1,44789.40,24.81,Normal
21,166.5,65.7,53784.25,23.70,Normal
78,163.2,62.8,124514.43,23.58,Normal
22,166.7,65.9,42767.29,23.71,Normal
47,163.2,60.7,98946.20,22.79,Normal
69,169.3,70.7,188985.54,24.67,Normal
90,170.7,70.8,32144.11,24.30,Normal
80,167.9,69.0,200000.00,24.48,Normal
28,181.7,79.0,169292.54,23.93,Normal
90,165.0,64.8,62534.97,23.80,Normal
65,179.7,81.0,33532.07,25.08,Overweight
31,162.7,66.6,61838.33,25.16,Overweight
50,170.5,74.0,40123.90,25.46,Overweight
85,178.3,77.4,24496.45,24.35,Normal
46,177.9,80.0,80726.81,25.28,Overweight
31,167.1,65.8,19902.62,23.57,Normal
81,173.9,72.0,36867.26,23.81,Normal
87,172.9,75.3,37306.27,25.19,Overweight
89,166.2,68.8,14633.15,24.91,Normal
87,174.3,72.0,90436.49,23.70,Normal
81,183.0,77.2,40711.83,23.05,Normal
51,173.3,71.5,160932.01,23.81,Normal
32,174.0,70.6,40118.41,23.32,Normal
63,174.7,78.4,34677.37,25.69,Overweight
34,159.8,63.6,22150.16,24.91,Normal
52,173.2,69.7,51787.53,23.23,Normal
65,162.9,60.6,52051.49,22.84,Normal
87,165.9,63.7,97476.67,23.14,Normal
39,185.1,80.6,53108.66,23.52,Normal
36,168.2,67.4,200000.00,23.82,Normal
71,164.8,68.5,75385.77,25.22,Overweight
18,178.1,73.2,20570.74,23.08,Normal
59,163.4,70.9,19061.95,26.55,Overweight
72,166.9,64.0,80910.27,22.98,Normal
